종목코드,종목명,산업,섹터
225050,TIGER 유로스탁스레버리지(합성 H),해외,유럽
225030,TIGER 미국S&P500선물인버스(H),해외,미국
220130,SMART 중국본토 중소형 CSI500(합성 H),해외,중국
219900,KINDEX 중국본토CSI300레버리지(합성),해외,중국
185680,KODEX 미국S&P바이오(합성),해외,미국
099140,KODEX China H,해외,중국
189400,ARIRANG 글로벌MSCI(합성 H),해외,글로벌
105010,TIGER 라틴35,해외,글로벌
219480,KODEX 미국S&P500선물(H),해외,미국
304940,KODEX 미국나스닥100선물(H),해외,미국
225040,TIGER 미국S&P500레버리지(합성 H),해외,미국
219390,KBSTAR 미국S&P원유생산기업(합성 H),해외,미국
138230,KOSEF 미국달러선물,해외,미국
261110,TIGER 미국달러선물레버리지,해외,미국
292560,TIGER 일본엔선물,해외,일본
261120,TIGER 미국달러선물인버스2X,해외,미국
352540,KODEX TSE일본리츠(H),해외,일본
354240,KBSTAR 미국고정배당우선증권ICE TR,해외,미국
352560,KODEX 다우존스미국리츠(H),해외,미국
261270,KODEX 미국달러선물인버스,해외,미국
182480,TIGER 미국MSCI리츠(합성 H),해외,미국
261260,KODEX 미국달러선물인버스2X,해외,미국
139660,KOSEF 미국달러선물인버스,해외,미국
261250,KODEX 미국달러선물레버리지,해외,미국
375270,KBSTAR 글로벌데이터센터리츠나스닥(합성),해외,글로벌
181480,KINDEX 미국다우존스리츠(합성 H),해외,미국
316300,KINDEX 싱가포르리츠,해외,선진국
261240,KODEX 미국달러선물,해외,미국
390390,KODEX 미국반도체MV,해외,미국
390400,KODEX 미국스마트모빌리티S&P,해외,미국
394670,TIGER 글로벌리튬&2차전지SOLACTIVE,해외,글로벌
394660,TIGER 글로벌자율주행&전기차SOLACTIVE,해외,글로벌
394350,KOSEF 릭소글로벌퓨처모빌리티MSCI,해외,글로벌
394340,KOSEF 릭소글로벌디지털경제MSCI,해외,글로벌
396510,TIGER 차이나클린에너지SOLACTIVE,해외,중국
396520,TIGER 차이나반도체FACTSET,해외,중국
391600,KINDEX 미국친환경그린테마INDXX,해외,미국
391590,KINDEX 미국스팩&IPO INDXX,해외,미국
412770,TIGER 글로벌메타버스액티브,해외,글로벌
411420,KODEX 미국메타버스나스닥액티브,해외,글로벌
409820,KODEX 미국나스닥100레버리지(합성 H),해외,미국
409810,KODEX 미국나스닥100선물인버스(H),해외,미국
411050,네비게이터 글로벌메타버스테크액티브,해외,글로벌
411720,KBSTAR 글로벌메타버스Moorgate,해외,글로벌
411860,KOSEF 독일DAX,해외,독일
413220,SOL 차이나태양광CSI(합성),해외,중국
414780,TIGER 차이나과창판STAR50(합성),해외,중국
415340,KODEX 차이나과창판STAR50(합성),해외,중국
416090,KINDEX 중국과창판STAR50,해외,중국
415760,SOL 차이나육성산업액티브(합성),해외,중국
415920,ARIRANG 글로벌희토류전략자원기업MV,해외,글로벌
