종목코드,종목명,섹터
225330,씨엠에스에듀,"미디어,교육"
273060,와이즈버즈,"미디어,교육"
011420,갤럭시아에스엠,"미디어,교육"
052220,iMBC,"미디어,교육"
289010,아이스크림에듀,"미디어,교육"
133750,메가엠디,"미디어,교육"
046140,SBS콘텐츠허브,"미디어,교육"
100220,비상교육,"미디어,교육"
032800,판타지오,"미디어,교육"
339950,아이비김영,"미디어,교육"
066790,씨씨에스,"미디어,교육"
010470,오리콤,"미디어,교육"
134060,이퓨쳐,"미디어,교육"
237820,플레이디,"미디어,교육"
139480,이마트,소매(유통)
004170,신세계,소매(유통)
282330,BGF리테일,소매(유통)
069960,현대백화점,소매(유통)
023530,롯데쇼핑,소매(유통)
007070,GS리테일,소매(유통)
057050,현대홈쇼핑,소매(유통)
381970,케이카,소매(유통)
035080,인터파크,소매(유통)
063170,서울옥션,소매(유통)
071840,롯데하이마트,소매(유통)
138250,엔에스쇼핑,소매(유통)
009810,플레이그램,소매(유통)
060280,큐렉소,소매(유통)
067990,도이치모터스,소매(유통)
027410,BGF,소매(유통)
290510,코리아센터,소매(유통)
119860,다나와,소매(유통)
037710,광주신세계,소매(유통)
036030,케이티알파,소매(유통)
053280,예스24,소매(유통)
257720,실리콘투,소매(유통)
038620,위즈코프,소매(유통)
102370,케이옥션,소매(유통)
007720,대명소노시즌,소매(유통)
067830,세이브존I&C,소매(유통)
006370,대구백화점,소매(유통)
019010,베뉴지,소매(유통)
051390,YW,소매(유통)
069920,아이에스이커머스,소매(유통)
030790,비케이탑스,소매(유통)
033780,KT&G,필수소비재
097950,CJ제일제당,필수소비재
271560,오리온,필수소비재
140410,메지온,필수소비재
000080,하이트진로,필수소비재
004370,농심,필수소비재
026960,동서,필수소비재
004990,롯데지주,필수소비재
005300,롯데칠성,필수소비재
007310,오뚜기,필수소비재
003580,넥스트사이언스,필수소비재
001680,대상,필수소비재
003230,삼양식품,필수소비재
000070,삼양홀딩스,필수소비재
001800,오리온홀딩스,필수소비재
003380,하림지주,필수소비재
005180,빙그레,필수소비재
051500,CJ프레시웨이,필수소비재
006040,동원산업,필수소비재
017810,풀무원,필수소비재
267980,매일유업,필수소비재
049770,동원F&B,필수소비재
051160,지어소프트,필수소비재
035810,이지홀딩스,필수소비재
195990,에이비프로바이오,필수소비재
001130,대한제분,필수소비재
280360,롯데제과,필수소비재
145990,삼양사,필수소비재
005610,SPC삼립,필수소비재
136480,하림,필수소비재
136490,선진,필수소비재
002270,롯데푸드,필수소비재
003920,남양유업,필수소비재
072710,농심홀딩스,필수소비재
033920,무학,필수소비재
276730,제주맥주,필수소비재
084690,대상홀딩스,필수소비재
001790,대한제당,필수소비재
317240,TS트릴리온,필수소비재
007160,사조산업,필수소비재
044480,블루베리 NFT,필수소비재
027710,팜스토리,필수소비재
353810,이지바이오,필수소비재
036580,팜스코,필수소비재
004410,서울식품,필수소비재
000890,보해양조,필수소비재
043650,국순당,필수소비재
203690,프로스테믹스,필수소비재
003960,사조대림,필수소비재
311390,네오크레마,필수소비재
000140,하이트진로홀딩스,필수소비재
248170,샘표식품,필수소비재
008040,사조동아원,필수소비재
010600,웰바이오텍,필수소비재
002760,보락,필수소비재
073560,우리손에프앤지,필수소비재
004650,창해에탄올,필수소비재
357230,에이치피오,필수소비재
339770,교촌에프앤비,필수소비재
011150,CJ씨푸드,필수소비재
018120,진로발효,필수소비재
023900,풍국주정,필수소비재
189980,흥국에프엔비,필수소비재
101530,해태제과식품,필수소비재
012690,모나리자,필수소비재
004970,신라교역,필수소비재
027740,마니커,필수소비재
005740,크라운해태홀딩스,필수소비재
005860,한일사료,필수소비재
218150,미래생명자원,필수소비재
195500,마니커에프앤지,필수소비재
227840,현대코퍼레이션홀딩스,필수소비재
277410,인산가,필수소비재
208140,정다운,필수소비재
260970,에스앤디,필수소비재
222980,한국맥널티,필수소비재
002140,고려산업,필수소비재
006980,우성,필수소비재
103840,우양,필수소비재
003310,대주산업,필수소비재
014710,사조씨푸드,필수소비재
264900,크라운제과,필수소비재
318410,비비씨,필수소비재
290720,푸드나무,필수소비재
088910,동우팜투테이블,필수소비재
002600,조흥,필수소비재
006090,사조오양,필수소비재
005990,매일홀딩스,필수소비재
007540,샘표,필수소비재
025880,케이씨피드,필수소비재
005670,푸드웰,필수소비재
016790,현대사료,필수소비재
030720,동원수산,필수소비재
009780,엠에스씨,필수소비재
023150,MH에탄올,필수소비재
225430,케이엠제약,필수소비재
004590,한국가구,필수소비재
006880,신송홀딩스,필수소비재
053620,태양,필수소비재
009770,삼정펄프,필수소비재
066360,체리부로,필수소비재
250000,보라티알,필수소비재
003680,한성기업,필수소비재
025870,신라에스지,필수소비재
002680,한탑,필수소비재
068270,셀트리온,건강관리
207940,삼성바이오로직스,건강관리
091990,셀트리온헬스케어,건강관리
000100,유한양행,건강관리
302440,SK바이오사이언스,건강관리
137310,에스디바이오센서,건강관리
128940,한미약품,건강관리
096530,씨젠,건강관리
048260,오스템임플란트,건강관리
196170,알테오젠,건강관리
068760,셀트리온제약,건강관리
326030,SK바이오팜,건강관리
006280,녹십자,건강관리
008930,한미사이언스,건강관리
011000,진원생명과학,건강관리
145020,휴젤,건강관리
095700,제넥신,건강관리
141080,레고켐바이오,건강관리
237690,에스티팜,건강관리
298380,에이비엘바이오,건강관리
067630,HLB생명과학,건강관리
206650,유바이오로직스,건강관리
039200,오스코텍,건강관리
069620,대웅제약,건강관리
185750,종근당,건강관리
064550,바이오니아,건강관리
019170,신풍제약,건강관리
007390,네이처셀,건강관리
085660,차바이오텍,건강관리
256840,한국비엔씨,건강관리
009420,한올바이오파마,건강관리
003090,대웅,건강관리
003000,부광약품,건강관리
084990,헬릭스미스,건강관리
205470,휴마시스,건강관리
086900,메디톡스,건강관리
144510,지씨셀,건강관리
005250,녹십자홀딩스,건강관리
249420,일동제약,건강관리
048530,인트론바이오,건강관리
214450,파마리서치,건강관리
000250,삼천당제약,건강관리
086450,동국제약,건강관리
294090,이오플로우,건강관리
290650,엘앤씨바이오,건강관리
182400,엔케이맥스,건강관리
235980,메드팩토,건강관리
200130,콜마비앤에이치,건강관리
195940,HK이노엔,건강관리
092040,아미코젠,건강관리
085370,루트로닉,건강관리
003520,영진약품,건강관리
115450,HLB테라퓨틱스,건강관리
033270,유나이티드제약,건강관리
268600,셀리버리,건강관리
000640,동아쏘시오홀딩스,건강관리
003850,보령제약,건강관리
323990,박셀바이오,건강관리
287410,제이시스메디칼,건강관리
053030,바이넥스,건강관리
145720,덴티움,건강관리
083790,크리스탈지노믹스,건강관리
307750,국전약품,건강관리
183490,엔지켐생명과학,건강관리
007570,일양약품,건강관리
293780,압타바이오,건강관리
058820,CMG제약,건강관리
170900,동아에스티,건강관리
041960,코미팜,건강관리
314130,지놈앤컴퍼니,건강관리
243070,휴온스,건강관리
039840,디오,건강관리
078160,메디포스트,건강관리
241820,피씨엘,건강관리
001060,JW중외제약,건강관리
199800,툴젠,건강관리
099190,아이센스,건강관리
217330,싸이토젠,건강관리
100120,뷰웍스,건강관리
226950,올릭스,건강관리
099430,바이오플러스,건강관리
119610,인터로조,건강관리
206640,바디텍메드,건강관리
005500,삼진제약,건강관리
216080,제테마,건강관리
003220,대원제약,건강관리
043150,바텍,건강관리
038290,마크로젠,건강관리
001360,삼성제약,건강관리
246710,티앤알바이오팹,건강관리
185490,아이진,건강관리
009290,광동제약,건강관리
299660,셀리드,건강관리
041830,인바디,건강관리
000020,동화약품,건강관리
057880,피에이치씨,건강관리
084650,랩지노믹스,건강관리
142760,바이오리더스,건강관리
245620,EDGC,건강관리
150840,인트로메딕,건강관리
253840,수젠텍,건강관리
065660,안트로젠,건강관리
008490,서흥,건강관리
016580,환인제약,건강관리
001630,종근당홀딩스,건강관리
060590,씨티씨바이오,건강관리
175250,아이큐어,건강관리
214370,케어젠,건강관리
228670,레이,건강관리
047920,HLB제약,건강관리
334970,프레스티지바이오로직스,건강관리
056090,유앤아이,건강관리
087010,펩트론,건강관리
166480,코아스템,건강관리
263050,유틸렉스,건강관리
308080,바이젠셀,건강관리
048870,시너지이노베이션,건강관리
228760,지노믹트리,건강관리
084110,휴온스글로벌,건강관리
102460,이연제약,건강관리
003060,에이프로젠제약,건강관리
220100,퓨쳐켐,건강관리
032620,유비케어,건강관리
002390,한독,건강관리
099750,이지케어텍,건강관리
174900,앱클론,건강관리
194700,노바렉스,건강관리
138610,나이벡,건강관리
284620,카이노스메드,건강관리
011040,경동제약,건강관리
002210,동성제약,건강관리
108860,셀바스AI,건강관리
271980,제일약품,건강관리
348150,고바이오랩,건강관리
066700,테라젠이텍스,건강관리
340570,티앤엘,건강관리
086890,이수앱지스,건강관리
067290,JW신약,건강관리
214150,클래시스,건강관리
004720,팜젠사이언스,건강관리
082800,비보존 헬스케어,건강관리
311690,CJ 바이오사이언스,건강관리
335890,비올,건강관리
203400,에이비온,건강관리
039860,나노엔텍,건강관리
293480,하나제약,건강관리
298060,에스씨엠생명과학,건강관리
074430,아미노로직스,건강관리
226330,신테카바이오,건강관리
372910,한컴라이프케어,건강관리
288330,브릿지바이오테라퓨틱스,건강관리
263700,케어랩스,건강관리
261780,차백신연구소,건강관리
086820,바이오솔루션,건강관리
023910,대한약품,건강관리
365270,큐라클,건강관리
006620,동구바이오제약,건강관리
063160,종근당바이오,건강관리
200670,휴메딕스,건강관리
067080,대화제약,건강관리
046210,파나진,건강관리
109820,진매트릭스,건강관리
032300,한국파마,건강관리
032850,비트컴퓨터,건강관리
187420,제노포커스,건강관리
217730,강스템바이오텍,건강관리
054670,대한뉴팜,건강관리
278650,노터스,건강관리
118000,우리들휴브레인,건강관리
304840,피플바이오,건강관리
086040,바이오톡스텍,건강관리
017180,명문제약,건강관리
061250,화일약품,건강관리
156100,엘앤케이바이오,건강관리
058110,멕아이씨에스,건강관리
122310,제노레이,건강관리
208340,파멥신,건강관리
352770,클리노믹스,건강관리
104540,코렌텍,건강관리
004310,현대약품,건강관리
321550,티움바이오,건강관리
042520,한스바이오메드,건강관리
068330,일신바이오,건강관리
354200,엔젠바이오,건강관리
142280,녹십자엠에스,건강관리
038070,서린바이오,건강관리
072020,중앙백신,건강관리
317690,퀀타매트릭스,건강관리
071200,인피니트헬스케어,건강관리
034940,조아제약,건강관리
054950,제이브이엠,건강관리
049960,쎌바이오텍,건강관리
359090,씨엔알리서치,건강관리
234690,녹십자웰빙,건강관리
225220,제놀루션,건강관리
270870,뉴트리,건강관리
214610,미코바이오메드,건강관리
261200,덴티스,건강관리
302550,리메드,건강관리
065170,넥스트BT,건강관리
002630,오리엔트바이오,건강관리
041910,에스텍파마,건강관리
000220,유유제약,건강관리
153710,옵티팜,건강관리
314930,바이오다인,건강관리
191420,테고사이언스,건강관리
214390,경보제약,건강관리
222040,코스맥스엔비티,건강관리
054050,농우바이오,건강관리
131030,디에이치피코리아,건강관리
214680,디알텍,건강관리
049180,셀루메드,건강관리
258830,세종메디칼,건강관리
053950,경남제약,건강관리
179290,엠아이텍,건강관리
100700,세운메디칼,건강관리
299170,더블유에스아이,건강관리
251120,바이오에프디엔씨,건강관리
305090,마이크로디지탈,건강관리
291650,압타머사이언스,건강관리
035610,솔본,건강관리
041920,메디아나,건강관리
229000,젠큐릭스,건강관리
335810,프리시젼바이오,건강관리
217600,켐온,건강관리
222110,팬젠,건강관리
065510,휴비츠,건강관리
200780,비씨월드제약,건강관리
322510,제이엘케이,건강관리
149980,하이로닉,건강관리
260660,알리코제약,건강관리
000520,삼일제약,건강관리
338220,뷰노,건강관리
330350,위더스제약,건강관리
377220,프롬바이오,건강관리
164060,이루다,건강관리
003120,일성신약,건강관리
263690,디알젬,건강관리
012790,신일제약,건강관리
389030,지니너스,건강관리
331920,셀레믹스,건강관리
228850,레이언스,건강관리
002720,국제약품,건강관리
036180,지더블유바이텍,건강관리
001540,안국약품,건강관리
032980,바이온,건강관리
000230,일동홀딩스,건강관리
080720,한국유니온제약,건강관리
078140,대봉엘에스,건강관리
239610,에이치엘사이언스,건강관리
043090,한창바이오텍,건강관리
052670,제일바이오,건강관리
007370,진양제약,건강관리
044820,코스맥스비티아이,건강관리
106190,하이텍팜,건강관리
347700,라이프시맨틱스,건강관리
002620,제일파마홀딩스,건강관리
204840,지엘팜텍,건강관리
363250,진시스템,건강관리
127120,디엔에이링크,건강관리
044960,이글벳,건강관리
059210,메타바이오메드,건강관리
307280,원바이오젠,건강관리
115480,씨유메디칼,건강관리
196300,애니젠,건강관리
043100,솔고바이오,건강관리
014570,고려제약,건강관리
347740,피엔케이피부임상연구센타,건강관리
114450,KPX생명과학,건강관리
032940,원익,건강관리
018620,우진비앤지,건강관리
250060,모비스,건강관리
109960,에이프로젠 H&G,건강관리
131220,대한과학,건강관리
215380,우정바이오,건강관리
154030,아시아종묘,건강관리
002800,신신제약,건강관리
238200,비피도,건강관리
290660,네오펙트,건강관리
226400,오스테오닉,건강관리
006140,피제이전자,건강관리
246960,이노테라피,건강관리
187660,에이디엠코리아,건강관리
238120,얼라인드,건강관리
009300,삼아제약,건강관리
318010,팜스빌,건강관리
004080,신흥,건강관리
018680,서울제약,건강관리
036480,대성미생물,건강관리
353190,휴럼,건강관리
246720,아스타,건강관리
086060,진바이오텍,건강관리
179530,애드바이오텍,건강관리
208370,셀바스헬스케어,건강관리
043710,서울리거,건강관리
223250,드림씨아이에스,건강관리
105560,KB금융,은행
055550,신한지주,은행
086790,하나금융지주,은행
316140,우리금융지주,은행
323410,카카오뱅크,은행
024110,기업은행,은행
138930,BNK금융지주,은행
139130,DGB금융지주,은행
175330,JB금융지주,은행
029780,삼성카드,은행
041190,우리기술투자,은행
038540,상상인,은행
034830,한국토지신탁,은행
010050,우리종금,은행
210980,SK디앤디,은행
123890,한국자산신탁,은행
100790,미래에셋벤처투자,은행
021080,에이티넘인베스트,은행
008060,대덕,은행
027360,아주IB투자,은행
289080,SV인베스트먼트,은행
019550,SBI인베스트먼트,은행
012700,리드코프,은행
241520,DSC인베스트먼트,은행
204620,글로벌텍스프리,은행
019590,엠벤처투자,은행
298870,케이티비네트워크,은행
050120,ES큐브,은행
027830,대성창투,은행
021880,메이슨캐피탈,은행
016600,큐캐피탈,은행
023760,한국캐피탈,은행
005110,한창,은행
246690,TS인베스트먼트,은행
015020,이스타코,은행
307870,비투엔,은행
019570,리더스 기술투자,은행
006220,제주은행,은행
307930,컴퍼니케이,은행
007330,푸른저축은행,은행
023460,CNH,은행
293580,나우IB,은행
277070,린드먼아시아,은행
071050,한국금융지주,증권
006800,미래에셋증권,증권
016360,삼성증권,증권
008560,메리츠증권,증권
005940,NH투자증권,증권
138040,메리츠금융지주,증권
039490,키움증권,증권
023590,다우기술,증권
003530,한화투자증권,증권
003540,대신증권,증권
003470,유안타증권,증권
001510,SK증권,증권
001720,신영증권,증권
030210,KTB투자증권,증권
001200,유진투자증권,증권
001500,현대차증권,증권
032190,다우데이타,증권
016610,DB금융투자,증권
030610,교보증권,증권
001750,한양증권,증권
078020,이베스트투자증권,증권
001270,부국증권,증권
003460,유화증권,증권
190650,코리아에셋투자증권,증권
001290,상상인증권,증권
000810,삼성화재,보험
032830,삼성생명,보험
005830,DB손해보험,보험
000060,메리츠화재,보험
001450,현대해상,보험
000880,한화,보험
088350,한화생명,보험
003690,코리안리,보험
000370,한화손해보험,보험
082640,동양생명,보험
085620,미래에셋생명,보험
244920,에이플러스에셋,보험
000400,롯데손해보험,보험
000540,흥국화재,보험
211050,인카금융서비스,보험
035420,NAVER,소프트웨어
035720,카카오,소프트웨어
036570,엔씨소프트,소프트웨어
259960,크래프톤,소프트웨어
377300,카카오페이,소프트웨어
018260,삼성에스디에스,소프트웨어
263750,펄어비스,소프트웨어
251270,넷마블,소프트웨어
293490,카카오게임즈,소프트웨어
112040,위메이드,소프트웨어
067160,아프리카TV,소프트웨어
078340,컴투스,소프트웨어
012510,더존비즈온,소프트웨어
181710,NHN,소프트웨어
307950,현대오토에버,소프트웨어
060250,NHN한국사이버결제,소프트웨어
063080,컴투스홀딩스,소프트웨어
069080,웹젠,소프트웨어
064260,다날,소프트웨어
192080,더블유게임즈,소프트웨어
215000,골프존,소프트웨어
194480,데브시스터즈,소프트웨어
053800,안랩,소프트웨어
030520,한글과컴퓨터,소프트웨어
067000,조이시티,소프트웨어
289220,자이언트스텝,소프트웨어
042000,카페24,소프트웨어
095660,네오위즈,소프트웨어
035600,KG이니시스,소프트웨어
022100,포스코 ICT,소프트웨어
376300,디어유,소프트웨어
045390,대아티아이,소프트웨어
052400,코나아이,소프트웨어
217270,넵튠,소프트웨어
294570,쿠콘,소프트웨어
377030,맥스트,소프트웨어
041140,넥슨지티,소프트웨어
020120,키다리스튜디오,소프트웨어
376980,원티드랩,소프트웨어
347860,알체라,소프트웨어
053580,웹케시,소프트웨어
042420,네오위즈홀딩스,소프트웨어
093320,케이아이엔엑스,소프트웨어
035510,신세계 I&C,소프트웨어
286940,롯데정보통신,소프트웨어
225570,넷게임즈,소프트웨어
053300,한국정보인증,소프트웨어
131370,알서포트,소프트웨어
046440,KG모빌리언스,소프트웨어
214180,민앤지,소프트웨어
123420,선데이토즈,소프트웨어
057680,티사이언티픽,소프트웨어
058630,엠게임,소프트웨어
300080,플리토,소프트웨어
094480,갤럭시아머니트리,소프트웨어
040350,큐로컴,소프트웨어
214270,FSN,소프트웨어
234340,세틀뱅크,소프트웨어
203650,드림시큐리티,소프트웨어
201490,미투온,소프트웨어
139670,키네마스터,소프트웨어
079940,가비아,소프트웨어
041460,한국전자인증,소프트웨어
054920,한컴위드,소프트웨어
357880,비트나인,소프트웨어
136540,윈스,소프트웨어
163730,핑거,소프트웨어
301300,바이브컴퍼니,소프트웨어
192250,케이사인,소프트웨어
352910,오비고,소프트웨어
042510,라온시큐어,소프트웨어
205500,액션스퀘어,소프트웨어
058970,엠로,소프트웨어
089230,THE E&M,소프트웨어
276040,스코넥,소프트웨어
304100,솔트룩스,소프트웨어
086960,한컴MDS,소프트웨어
060240,룽투코리아,소프트웨어
047560,이스트소프트,소프트웨어
063570,한국전자금융,소프트웨어
012030,DB,소프트웨어
206400,베노홀딩스,소프트웨어
039290,인포뱅크,소프트웨어
053980,오상자이엘,소프트웨어
031820,콤텍시스템,소프트웨어
377480,마인즈랩,소프트웨어
234300,에스트래픽,소프트웨어
205100,엑셈,소프트웨어
303530,이노뎁,소프트웨어
348030,모비릭스,소프트웨어
207760,미스터블루,소프트웨어
158430,아톤,소프트웨어
049480,오픈베이스,소프트웨어
321820,와이더플래닛,소프트웨어
094860,네오리진,소프트웨어
150900,파수,소프트웨어
138580,비즈니스온,소프트웨어
315640,딥노이드,소프트웨어
367000,플래티어,소프트웨어
041020,폴라리스오피스,소프트웨어
047080,한빛소프트,소프트웨어
032680,소프트센,소프트웨어
069410,엔텔스,소프트웨어
139050,시티랩스,소프트웨어
023770,플레이위드,소프트웨어
052790,액토즈소프트,소프트웨어
189330,씨이랩,소프트웨어
030350,드래곤플라이,소프트웨어
239340,줌인터넷,소프트웨어
064850,에프앤가이드,소프트웨어
039420,케이엘넷,소프트웨어
242040,나무기술,소프트웨어
079970,투비소프트,소프트웨어
052600,한네트,소프트웨어
262840,아이퀘스트,소프트웨어
040160,누리플렉스,소프트웨어
219420,링크제니시스,소프트웨어
099390,브레인즈컴퍼니,소프트웨어
046110,한일네트웍스,소프트웨어
065370,위세아이텍,소프트웨어
042500,링네트,소프트웨어
065710,서호전기,소프트웨어
220180,핸디소프트,소프트웨어
060850,영림원소프트랩,소프트웨어
067920,이글루시큐리티,소프트웨어
065440,이루온,소프트웨어
064480,브리지텍,소프트웨어
045510,정원엔시스,소프트웨어
067010,이씨에스,소프트웨어
020180,대신정보통신,소프트웨어
279600,미디어젠,소프트웨어
050960,수산아이앤티,소프트웨어
267850,아시아나IDT,소프트웨어
131090,시큐브,소프트웨어
115310,인포바인,소프트웨어
263860,지니언스,소프트웨어
007120,미래아이앤지,소프트웨어
049470,SGA,소프트웨어
184230,SGA솔루션즈,소프트웨어
258790,소프트캠프,소프트웨어
072130,유엔젤,소프트웨어
075130,플랜티넷,소프트웨어
053350,이니텍,소프트웨어
317530,캐리소프트,소프트웨어
010280,쌍용정보통신,소프트웨어
189690,포시에스,소프트웨어
085810,알티캐스트,소프트웨어
351330,이삭엔지니어링,소프트웨어
100030,모바일리더,소프트웨어
039980,리노스,소프트웨어
322180,티라유텍,소프트웨어
078000,텔코웨어,소프트웨어
263800,데이타솔루션,소프트웨어
290270,휴네시온,소프트웨어
169330,엠브레인,소프트웨어
197140,디지캡,소프트웨어
208350,지란지교시큐리티,소프트웨어
070590,한솔인티큐브,소프트웨어
356890,싸이버원,소프트웨어
067730,로지시스,소프트웨어
115500,케이씨에스,소프트웨어
372800,아이티아이즈,소프트웨어
275630,에스에스알,소프트웨어
173130,오파스넷,소프트웨어
153460,네이블,소프트웨어
009150,삼성전기,IT하드웨어
011070,LG이노텍,IT하드웨어
020150,일진머티리얼즈,IT하드웨어
098460,고영,IT하드웨어
222800,심텍,IT하드웨어
078600,대주전자재료,IT하드웨어
248070,솔루엠,IT하드웨어
032500,케이엠더블유,IT하드웨어
353200,대덕전자,IT하드웨어
068240,다원시스,IT하드웨어
097520,엠씨넥스,IT하드웨어
336370,솔루스첨단소재,IT하드웨어
140860,파크시스템스,IT하드웨어
091120,이엠텍,IT하드웨어
091700,파트론,IT하드웨어
218410,RFHIC,IT하드웨어
090460,비에이치,IT하드웨어
178320,서진시스템,IT하드웨어
189300,인텔리안테크,IT하드웨어
106240,파인테크닉스,IT하드웨어
060720,KH바텍,IT하드웨어
049070,인탑스,IT하드웨어
089980,상아프론테크,IT하드웨어
088800,에이스테크,IT하드웨어
050890,쏠리드,IT하드웨어
007810,코리아써키트,IT하드웨어
007660,이수페타시스,IT하드웨어
054210,이랜텍,IT하드웨어
214870,뉴지랩파마,IT하드웨어
084850,아이티엠반도체,IT하드웨어
192650,드림텍,IT하드웨어
033240,자화전자,IT하드웨어
032820,우리기술,IT하드웨어
051370,인터플렉스,IT하드웨어
126700,하이비젼시스템,IT하드웨어
230240,에치에프알,IT하드웨어
138080,오이솔루션,IT하드웨어
299030,하나기술,IT하드웨어
031330,에스에이엠티,IT하드웨어
200230,텔콘RF제약,IT하드웨어
000670,영풍,IT하드웨어
122990,와이솔,IT하드웨어
151910,나노스,IT하드웨어
073490,이노와이어리스,IT하드웨어
097780,에스맥,IT하드웨어
148150,세경하이테크,IT하드웨어
039560,다산네트웍스,IT하드웨어
025320,시노펙스,IT하드웨어
029530,신도리코,IT하드웨어
052710,아모텍,IT하드웨어
318020,포인트모바일,IT하드웨어
052020,에스티큐브,IT하드웨어
332570,와이팜,IT하드웨어
192440,슈피겐코리아,IT하드웨어
045970,코아시아,IT하드웨어
065680,우주일렉트로,IT하드웨어
091580,상신이디피,IT하드웨어
061040,알에프텍,IT하드웨어
238090,앤디포스,IT하드웨어
082210,옵트론텍,IT하드웨어
262260,에이프로,IT하드웨어
179900,유티아이,IT하드웨어
264450,유비쿼스,IT하드웨어
161580,필옵틱스,IT하드웨어
143160,아이디스,IT하드웨어
066410,버킷스튜디오,IT하드웨어
049550,잉크테크,IT하드웨어
096040,이트론,IT하드웨어
033560,블루콤,IT하드웨어
053450,세코닉스,IT하드웨어
078070,유비쿼스홀딩스,IT하드웨어
285490,노바텍,IT하드웨어
236200,슈프리마,IT하드웨어
051380,피씨디렉트,IT하드웨어
004770,써니전자,IT하드웨어
193250,와이제이엠게임즈,IT하드웨어
094170,동운아나텍,IT하드웨어
060230,얍엑스,IT하드웨어
068940,아이씨케이,IT하드웨어
290550,디케이티,IT하드웨어
050110,캠시스,IT하드웨어
190510,나무가,IT하드웨어
072770,율호,IT하드웨어
045660,에이텍,IT하드웨어
036710,심텍홀딩스,IT하드웨어
085670,뉴프렉스,IT하드웨어
037460,삼지전자,IT하드웨어
196450,코아시아옵틱스,IT하드웨어
333620,엔시스,IT하드웨어
031860,엔에스엔,IT하드웨어
029480,릭스솔루션,IT하드웨어
204270,제이앤티씨,IT하드웨어
069540,라이트론,IT하드웨어
211270,AP위성,IT하드웨어
089850,유비벨록스,IT하드웨어
340930,유일에너테크,IT하드웨어
033230,인성정보,IT하드웨어
093520,매커스,IT하드웨어
347000,센코,IT하드웨어
038460,바이오스마트,IT하드웨어
258610,이더블유케이,IT하드웨어
038680,에스넷,IT하드웨어
080420,모다이노칩,IT하드웨어
096690,에이루트,IT하드웨어
066670,디스플레이텍,IT하드웨어
065650,메디프론,IT하드웨어
049630,재영솔루텍,IT하드웨어
300120,라온피플,IT하드웨어
096630,에스코넥,IT하드웨어
057540,옴니시스템,IT하드웨어
054800,아이디스홀딩스,IT하드웨어
251630,브이원텍,IT하드웨어
129890,앱코,IT하드웨어
208710,바이오로그디바이스,IT하드웨어
357580,아모센스,IT하드웨어
033320,제이씨현시스템,IT하드웨어
076610,해성옵틱스,IT하드웨어
148250,알엔투테크놀로지,IT하드웨어
072990,에이치시티,IT하드웨어
347890,엠투아이,IT하드웨어
370090,퓨런티어,IT하드웨어
125210,아모그린텍,IT하드웨어
093190,빅솔론,IT하드웨어
170790,파이오링크,IT하드웨어
092300,현우산업,IT하드웨어
017900,광전자,IT하드웨어
093920,서원인텍,IT하드웨어
263600,덕우전자,IT하드웨어
056360,코위버,IT하드웨어
131400,이브이첨단소재,IT하드웨어
317120,라닉스,IT하드웨어
054090,삼진엘앤디,IT하드웨어
037950,엘컴텍,IT하드웨어
004270,남성,IT하드웨어
224110,에이텍티앤,IT하드웨어
094940,푸른기술,IT하드웨어
123840,한일진공,IT하드웨어
290740,액트로,IT하드웨어
215790,이노인스트루먼트,IT하드웨어
031310,아이즈비전,IT하드웨어
100590,머큐리,IT하드웨어
115440,우리넷,IT하드웨어
109080,옵티시스,IT하드웨어
039010,현대에이치티,IT하드웨어
046310,백금T&A,IT하드웨어
044380,주연테크,IT하드웨어
227100,에이치앤비디자인,IT하드웨어
083640,인콘,IT하드웨어
060540,에스에이티,IT하드웨어
101390,아이엠,IT하드웨어
327260,RF머트리얼즈,IT하드웨어
016920,카스,IT하드웨어
089150,케이씨티,IT하드웨어
348350,위드텍,IT하드웨어
187220,디티앤씨,IT하드웨어
181340,이즈미디어,IT하드웨어
192410,THQ,IT하드웨어
203450,유니온커뮤니티,IT하드웨어
094840,슈프리마에이치큐,IT하드웨어
376290,씨유테크,IT하드웨어
015710,코콤,IT하드웨어
052460,아이크래프트,IT하드웨어
079190,EMW,IT하드웨어
065770,CS,IT하드웨어
131180,딜리,IT하드웨어
015260,에이엔피,IT하드웨어
340360,다보링크,IT하드웨어
225190,삼양옵틱스,IT하드웨어
036690,코맥스,IT하드웨어
174880,장원테크,IT하드웨어
091340,S&K폴리텍,IT하드웨어
066900,디에이피,IT하드웨어
263810,상신전자,IT하드웨어
331380,포커스에이치엔에스,IT하드웨어
320000,윈텍,IT하드웨어
035460,기산텔레콤,IT하드웨어
081580,성우전자,IT하드웨어
096640,멜파스,IT하드웨어
072950,빛샘전자,IT하드웨어
011230,삼화전자,IT하드웨어
062970,피피아이,IT하드웨어
361670,삼영에스앤씨,IT하드웨어
008110,대동전자,IT하드웨어
109070,컨버즈,IT하드웨어
069510,에스텍,IT하드웨어
004920,씨아이테크,IT하드웨어
198080,엔피디,IT하드웨어
264850,이랜시스,IT하드웨어
073540,에프알텍,IT하드웨어
065690,파커스,IT하드웨어
049520,유아이엘,IT하드웨어
191410,육일씨엔에쓰,IT하드웨어
070300,엑스큐어,IT하드웨어
332370,아이디피,IT하드웨어
039740,한국정보공학,IT하드웨어
317770,슈프리마아이디,IT하드웨어
091440,텔레필드,IT하드웨어
043360,디지아이,IT하드웨어
017250,인터엠,IT하드웨어
033200,모아텍,IT하드웨어
032960,동일기연,IT하드웨어
